transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,year,month,quarter,day_of_week,month_name,is_weekend,revenue,unit_cost,total_cost,profit,profit_margin,age_group
198,3/7/2023,CUST198,FEMALE,54,BEAUTY,3,300,900,2023,3,1,Tuesday,March,FALSE,900,180,540,360,0.4,46-55
199,12/4/2023,CUST199,MALE,45,BEAUTY,3,500,1500,2023,12,4,Monday,December,FALSE,1500,300,900,600,0.4,46-55
200,9/1/2023,CUST200,MALE,27,BEAUTY,3,50,150,2023,9,3,Friday,September,FALSE,150,30,90,60,0.4,26-35
201,10/9/2023,CUST201,MALE,56,ELECTRONICS,1,25,25,2023,10,4,Monday,October,FALSE,25,15,15,10,0.4,56+
202,3/26/2023,CUST202,FEMALE,34,CLOTHING,4,300,1200,2023,3,1,Sunday,March,TRUE,1200,180,720,480,0.4,26-35
203,5/16/2023,CUST203,MALE,56,CLOTHING,2,500,1000,2023,5,2,Tuesday,May,FALSE,1000,300,600,400,0.4,56+
204,9/28/2023,CUST204,MALE,39,BEAUTY,1,25,25,2023,9,3,Thursday,September,FALSE,25,15,15,10,0.4,36-45
205,11/7/2023,CUST205,FEMALE,43,CLOTHING,1,25,25,2023,11,4,Tuesday,November,FALSE,25,15,15,10,0.4,36-45
206,8/5/2023,CUST206,MALE,61,CLOTHING,1,25,25,2023,8,3,Saturday,August,TRUE,25,15,15,10,0.4,56+
207,4/19/2023,CUST207,FEMALE,42,BEAUTY,2,25,50,2023,4,2,Wednesday,April,FALSE,50,15,30,20,0.4,36-45
208,10/4/2023,CUST208,FEMALE,34,ELECTRONICS,4,50,200,2023,10,4,Wednesday,October,FALSE,200,30,120,80,0.4,26-35
209,12/20/2023,CUST209,FEMALE,30,ELECTRONICS,4,50,200,2023,12,4,Wednesday,December,FALSE,200,30,120,80,0.4,26-35
210,4/13/2023,CUST210,MALE,37,ELECTRONICS,4,50,200,2023,4,2,Thursday,April,FALSE,200,30,120,80,0.4,36-45
211,1/1/2024,CUST211,MALE,42,BEAUTY,3,500,1500,2024,1,1,Monday,January,FALSE,1500,300,900,600,0.4,36-45
212,6/9/2023,CUST212,MALE,21,CLOTHING,3,500,1500,2023,6,2,Friday,June,FALSE,1500,300,900,600,0.4,18-25
213,7/24/2023,CUST213,MALE,27,BEAUTY,3,500,1500,2023,7,3,Monday,July,FALSE,1500,300,900,600,0.4,26-35
214,12/10/2023,CUST214,MALE,20,BEAUTY,2,30,60,2023,12,4,Sunday,December,TRUE,60,18,36,24,0.4,18-25
215,11/29/2023,CUST215,MALE,58,CLOTHING,3,500,1500,2023,11,4,Wednesday,November,FALSE,1500,300,900,600,0.4,56+
216,7/11/2023,CUST216,MALE,62,ELECTRONICS,2,50,100,2023,7,3,Tuesday,July,FALSE,100,30,60,40,0.4,56+
217,8/13/2023,CUST217,FEMALE,35,ELECTRONICS,4,50,200,2023,8,3,Sunday,August,TRUE,200,30,120,80,0.4,36-45
218,9/22/2023,CUST218,MALE,64,BEAUTY,3,30,90,2023,9,3,Friday,September,FALSE,90,18,54,36,0.4,56+
219,8/20/2023,CUST219,FEMALE,53,ELECTRONICS,3,30,90,2023,8,3,Sunday,August,TRUE,90,18,54,36,0.4,46-55
220,3/3/2023,CUST220,MALE,64,BEAUTY,1,500,500,2023,3,1,Friday,March,FALSE,500,300,300,200,0.4,56+
221,5/7/2023,CUST221,MALE,39,BEAUTY,2,300,600,2023,5,2,Sunday,May,TRUE,600,180,360,240,0.4,36-45
222,4/26/2023,CUST222,MALE,51,CLOTHING,4,30,120,2023,4,2,Wednesday,April,FALSE,120,18,72,48,0.4,46-55
223,2/2/2023,CUST223,FEMALE,64,CLOTHING,1,25,25,2023,2,1,Thursday,February,FALSE,25,15,15,10,0.4,56+
224,6/23/2023,CUST224,FEMALE,25,CLOTHING,1,50,50,2023,6,2,Friday,June,FALSE,50,30,30,20,0.4,26-35
225,1/11/2023,CUST225,FEMALE,57,BEAUTY,4,25,100,2023,1,1,Wednesday,January,FALSE,100,15,60,40,0.4,56+
226,10/29/2023,CUST226,FEMALE,61,CLOTHING,1,50,50,2023,10,4,Sunday,October,TRUE,50,30,30,20,0.4,56+
227,10/11/2023,CUST227,MALE,36,ELECTRONICS,2,50,100,2023,10,4,Wednesday,October,FALSE,100,30,60,40,0.4,36-45
228,4/28/2023,CUST228,FEMALE,59,ELECTRONICS,2,30,60,2023,4,2,Friday,April,FALSE,60,18,36,24,0.4,56+
229,10/29/2023,CUST229,MALE,58,BEAUTY,3,30,90,2023,10,4,Sunday,October,TRUE,90,18,54,36,0.4,56+
230,4/23/2023,CUST230,MALE,54,BEAUTY,1,25,25,2023,4,2,Sunday,April,TRUE,25,15,15,10,0.4,46-55
231,1/4/2023,CUST231,FEMALE,23,CLOTHING,3,50,150,2023,1,1,Wednesday,January,FALSE,150,30,90,60,0.4,18-25
232,2/6/2023,CUST232,FEMALE,43,BEAUTY,1,25,25,2023,2,1,Monday,February,FALSE,25,15,15,10,0.4,36-45
233,12/29/2023,CUST233,FEMALE,51,BEAUTY,2,300,600,2023,12,4,Friday,December,FALSE,600,180,360,240,0.4,46-55
234,11/20/2023,CUST234,FEMALE,62,ELECTRONICS,2,25,50,2023,11,4,Monday,November,FALSE,50,15,30,20,0.4,56+
235,1/31/2023,CUST235,FEMALE,23,ELECTRONICS,2,500,1000,2023,1,1,Tuesday,January,FALSE,1000,300,600,400,0.4,18-25
236,4/28/2023,CUST236,FEMALE,54,CLOTHING,1,25,25,2023,4,2,Friday,April,FALSE,25,15,15,10,0.4,46-55
237,2/4/2023,CUST237,FEMALE,50,BEAUTY,2,500,1000,2023,2,1,Saturday,February,TRUE,1000,300,600,400,0.4,46-55
238,1/17/2023,CUST238,FEMALE,39,BEAUTY,1,500,500,2023,1,1,Tuesday,January,FALSE,500,300,300,200,0.4,36-45
239,6/19/2023,CUST239,MALE,38,ELECTRONICS,3,500,1500,2023,6,2,Monday,June,FALSE,1500,300,900,600,0.4,36-45
240,2/6/2023,CUST240,FEMALE,23,BEAUTY,1,300,300,2023,2,1,Monday,February,FALSE,300,180,180,120,0.4,18-25
241,9/21/2023,CUST241,FEMALE,23,ELECTRONICS,3,25,75,2023,9,3,Thursday,September,FALSE,75,15,45,30,0.4,18-25
242,5/2/2023,CUST242,MALE,21,CLOTHING,1,25,25,2023,5,2,Tuesday,May,FALSE,25,15,15,10,0.4,18-25
243,5/23/2023,CUST243,FEMALE,47,ELECTRONICS,3,300,900,2023,5,2,Tuesday,May,FALSE,900,180,540,360,0.4,46-55
244,12/9/2023,CUST244,MALE,28,BEAUTY,2,50,100,2023,12,4,Saturday,December,TRUE,100,30,60,40,0.4,26-35
245,9/6/2023,CUST245,MALE,47,CLOTHING,3,30,90,2023,9,3,Wednesday,September,FALSE,90,18,54,36,0.4,46-55
246,4/20/2023,CUST246,FEMALE,48,ELECTRONICS,2,25,50,2023,4,2,Thursday,April,FALSE,50,15,30,20,0.4,46-55
247,10/4/2023,CUST247,MALE,41,ELECTRONICS,2,30,60,2023,10,4,Wednesday,October,FALSE,60,18,36,24,0.4,36-45
248,3/9/2023,CUST248,MALE,26,CLOTHING,3,300,900,2023,3,1,Thursday,March,FALSE,900,180,540,360,0.4,26-35
249,10/20/2023,CUST249,MALE,20,CLOTHING,1,50,50,2023,10,4,Friday,October,FALSE,50,30,30,20,0.4,18-25
250,10/23/2023,CUST250,MALE,48,ELECTRONICS,1,50,50,2023,10,4,Monday,October,FALSE,50,30,30,20,0.4,46-55
251,8/31/2023,CUST251,FEMALE,57,BEAUTY,4,50,200,2023,8,3,Thursday,August,FALSE,200,30,120,80,0.4,56+
252,5/5/2023,CUST252,MALE,54,ELECTRONICS,1,300,300,2023,5,2,Friday,May,FALSE,300,180,180,120,0.4,46-55
253,8/31/2023,CUST253,FEMALE,53,CLOTHING,4,500,2000,2023,8,3,Thursday,August,FALSE,2000,300,1200,800,0.4,46-55
254,7/28/2023,CUST254,MALE,41,ELECTRONICS,1,500,500,2023,7,3,Friday,July,FALSE,500,300,300,200,0.4,36-45
255,4/8/2023,CUST255,MALE,48,CLOTHING,1,30,30,2023,4,2,Saturday,April,TRUE,30,18,18,12,0.4,46-55
256,2/18/2023,CUST256,MALE,23,CLOTHING,2,500,1000,2023,2,1,Saturday,February,TRUE,1000,300,600,400,0.4,18-25
257,2/19/2023,CUST257,MALE,19,BEAUTY,4,500,2000,2023,2,1,Sunday,February,TRUE,2000,300,1200,800,0.4,18-25
258,12/4/2023,CUST258,FEMALE,37,CLOTHING,1,50,50,2023,12,4,Monday,December,FALSE,50,30,30,20,0.4,36-45
259,8/9/2023,CUST259,FEMALE,45,CLOTHING,4,50,200,2023,8,3,Wednesday,August,FALSE,200,30,120,80,0.4,46-55
260,7/1/2023,CUST260,MALE,28,BEAUTY,2,30,60,2023,7,3,Saturday,July,TRUE,60,18,36,24,0.4,26-35
261,8/5/2023,CUST261,MALE,21,CLOTHING,2,25,50,2023,8,3,Saturday,August,TRUE,50,15,30,20,0.4,18-25
262,7/30/2023,CUST262,FEMALE,32,BEAUTY,4,30,120,2023,7,3,Sunday,July,TRUE,120,18,72,48,0.4,26-35
263,8/28/2023,CUST263,MALE,23,BEAUTY,2,30,60,2023,8,3,Monday,August,FALSE,60,18,36,24,0.4,18-25
264,1/28/2023,CUST264,MALE,47,CLOTHING,3,300,900,2023,1,1,Saturday,January,TRUE,900,180,540,360,0.4,46-55
265,12/11/2023,CUST265,MALE,55,CLOTHING,3,300,900,2023,12,4,Monday,December,FALSE,900,180,540,360,0.4,56+
266,12/1/2023,CUST266,FEMALE,19,ELECTRONICS,2,30,60,2023,12,4,Friday,December,FALSE,60,18,36,24,0.4,18-25
267,11/27/2023,CUST267,FEMALE,32,BEAUTY,3,30,90,2023,11,4,Monday,November,FALSE,90,18,54,36,0.4,26-35
268,2/20/2023,CUST268,FEMALE,28,ELECTRONICS,1,30,30,2023,2,1,Monday,February,FALSE,30,18,18,12,0.4,26-35
269,2/1/2023,CUST269,MALE,25,CLOTHING,4,500,2000,2023,2,1,Wednesday,February,FALSE,2000,300,1200,800,0.4,26-35
270,7/26/2023,CUST270,MALE,43,ELECTRONICS,1,300,300,2023,7,3,Wednesday,July,FALSE,300,180,180,120,0.4,36-45
271,6/23/2023,CUST271,FEMALE,62,BEAUTY,4,30,120,2023,6,2,Friday,June,FALSE,120,18,72,48,0.4,56+
272,2/25/2023,CUST272,FEMALE,61,ELECTRONICS,2,50,100,2023,2,1,Saturday,February,TRUE,100,30,60,40,0.4,56+
273,5/8/2023,CUST273,FEMALE,22,BEAUTY,1,50,50,2023,5,2,Monday,May,FALSE,50,30,30,20,0.4,18-25
274,4/9/2023,CUST274,FEMALE,23,CLOTHING,2,500,1000,2023,4,2,Sunday,April,TRUE,1000,300,600,400,0.4,18-25
275,4/8/2023,CUST275,MALE,43,CLOTHING,2,500,1000,2023,4,2,Saturday,April,TRUE,1000,300,600,400,0.4,36-45
276,10/2/2023,CUST276,FEMALE,21,BEAUTY,4,25,100,2023,10,4,Monday,October,FALSE,100,15,60,40,0.4,18-25
277,8/18/2023,CUST277,MALE,36,CLOTHING,4,25,100,2023,8,3,Friday,August,FALSE,100,15,60,40,0.4,36-45
278,3/13/2023,CUST278,FEMALE,37,CLOTHING,4,25,100,2023,3,1,Monday,March,FALSE,100,15,60,40,0.4,36-45
279,8/5/2023,CUST279,MALE,50,CLOTHING,1,500,500,2023,8,3,Saturday,August,TRUE,500,300,300,200,0.4,46-55
280,4/4/2023,CUST280,FEMALE,37,CLOTHING,3,500,1500,2023,4,2,Tuesday,April,FALSE,1500,300,900,600,0.4,36-45
281,5/23/2023,CUST281,FEMALE,29,BEAUTY,4,500,2000,2023,5,2,Tuesday,May,FALSE,2000,300,1200,800,0.4,26-35
282,8/25/2023,CUST282,FEMALE,64,ELECTRONICS,4,50,200,2023,8,3,Friday,August,FALSE,200,30,120,80,0.4,56+
283,5/8/2023,CUST283,FEMALE,18,ELECTRONICS,1,500,500,2023,5,2,Monday,May,FALSE,500,300,300,200,0.4,18-25
284,2/8/2023,CUST284,MALE,43,CLOTHING,4,50,200,2023,2,1,Wednesday,February,FALSE,200,30,120,80,0.4,36-45
285,8/15/2023,CUST285,FEMALE,31,ELECTRONICS,1,25,25,2023,8,3,Tuesday,August,FALSE,25,15,15,10,0.4,26-35
286,10/9/2023,CUST286,MALE,55,ELECTRONICS,2,25,50,2023,10,4,Monday,October,FALSE,50,15,30,20,0.4,56+
287,2/20/2023,CUST287,MALE,54,CLOTHING,4,25,100,2023,2,1,Monday,February,FALSE,100,15,60,40,0.4,46-55
288,1/26/2023,CUST288,MALE,28,CLOTHING,4,30,120,2023,1,1,Thursday,January,FALSE,120,18,72,48,0.4,26-35
289,11/30/2023,CUST289,MALE,53,ELECTRONICS,2,30,60,2023,11,4,Thursday,November,FALSE,60,18,36,24,0.4,46-55
290,10/4/2023,CUST290,FEMALE,30,BEAUTY,2,300,600,2023,10,4,Wednesday,October,FALSE,600,180,360,240,0.4,26-35
291,1/8/2023,CUST291,MALE,60,CLOTHING,2,300,600,2023,1,1,Sunday,January,TRUE,600,180,360,240,0.4,56+
292,2/17/2023,CUST292,MALE,20,BEAUTY,4,300,1200,2023,2,1,Friday,February,FALSE,1200,180,720,480,0.4,18-25
293,5/2/2023,CUST293,MALE,50,ELECTRONICS,3,30,90,2023,5,2,Tuesday,May,FALSE,90,18,54,36,0.4,46-55
294,3/27/2023,CUST294,FEMALE,23,CLOTHING,3,30,90,2023,3,1,Monday,March,FALSE,90,18,54,36,0.4,18-25
295,7/28/2023,CUST295,FEMALE,27,BEAUTY,3,300,900,2023,7,3,Friday,July,FALSE,900,180,540,360,0.4,26-35
296,9/6/2023,CUST296,FEMALE,22,CLOTHING,4,300,1200,2023,9,3,Wednesday,September,FALSE,1200,180,720,480,0.4,18-25
297,9/4/2023,CUST297,FEMALE,40,ELECTRONICS,2,500,1000,2023,9,3,Monday,September,FALSE,1000,300,600,400,0.4,36-45
298,4/20/2023,CUST298,MALE,27,BEAUTY,4,300,1200,2023,4,2,Thursday,April,FALSE,1200,180,720,480,0.4,26-35
299,7/25/2023,CUST299,MALE,61,ELECTRONICS,2,500,1000,2023,7,3,Tuesday,July,FALSE,1000,300,600,400,0.4,56+
300,1/31/2023,CUST300,FEMALE,19,ELECTRONICS,4,50,200,2023,1,1,Tuesday,January,FALSE,200,30,120,80,0.4,18-25
301,3/26/2023,CUST301,MALE,30,CLOTHING,4,30,120,2023,3,1,Sunday,March,TRUE,120,18,72,48,0.4,26-35
302,7/14/2023,CUST302,MALE,57,BEAUTY,2,300,600,2023,7,3,Friday,July,FALSE,600,180,360,240,0.4,56+
303,1/2/2023,CUST303,MALE,19,ELECTRONICS,3,30,90,2023,1,1,Monday,January,FALSE,90,18,54,36,0.4,18-25
304,7/19/2023,CUST304,FEMALE,37,ELECTRONICS,2,30,60,2023,7,3,Wednesday,July,FALSE,60,18,36,24,0.4,36-45
305,5/16/2023,CUST305,FEMALE,18,BEAUTY,1,30,30,2023,5,2,Tuesday,May,FALSE,30,18,18,12,0.4,18-25
306,8/21/2023,CUST306,MALE,54,ELECTRONICS,1,50,50,2023,8,3,Monday,August,FALSE,50,30,30,20,0.4,46-55
307,5/27/2023,CUST307,FEMALE,26,ELECTRONICS,2,25,50,2023,5,2,Saturday,May,TRUE,50,15,30,20,0.4,26-35
308,8/5/2023,CUST308,FEMALE,34,BEAUTY,4,300,1200,2023,8,3,Saturday,August,TRUE,1200,180,720,480,0.4,26-35
309,12/23/2023,CUST309,FEMALE,26,BEAUTY,1,25,25,2023,12,4,Saturday,December,TRUE,25,15,15,10,0.4,26-35
310,10/12/2023,CUST310,FEMALE,28,BEAUTY,1,25,25,2023,10,4,Thursday,October,FALSE,25,15,15,10,0.4,26-35
311,12/5/2023,CUST311,FEMALE,32,BEAUTY,4,25,100,2023,12,4,Tuesday,December,FALSE,100,15,60,40,0.4,26-35
312,9/7/2023,CUST312,MALE,41,CLOTHING,4,30,120,2023,9,3,Thursday,September,FALSE,120,18,72,48,0.4,36-45
313,3/21/2023,CUST313,FEMALE,55,BEAUTY,3,500,1500,2023,3,1,Tuesday,March,FALSE,1500,300,900,600,0.4,56+
314,4/8/2023,CUST314,MALE,52,CLOTHING,4,30,120,2023,4,2,Saturday,April,TRUE,120,18,72,48,0.4,46-55
315,6/1/2023,CUST315,MALE,47,CLOTHING,2,30,60,2023,6,2,Thursday,June,FALSE,60,18,36,24,0.4,46-55
316,4/22/2023,CUST316,FEMALE,48,CLOTHING,2,25,50,2023,4,2,Saturday,April,TRUE,50,15,30,20,0.4,46-55
317,1/30/2023,CUST317,MALE,22,ELECTRONICS,3,30,90,2023,1,1,Monday,January,FALSE,90,18,54,36,0.4,18-25
318,10/24/2023,CUST318,MALE,61,CLOTHING,1,25,25,2023,10,4,Tuesday,October,FALSE,25,15,15,10,0.4,56+
319,10/5/2023,CUST319,MALE,31,CLOTHING,1,500,500,2023,10,4,Thursday,October,FALSE,500,300,300,200,0.4,26-35
320,2/1/2023,CUST320,FEMALE,28,ELECTRONICS,4,300,1200,2023,2,1,Wednesday,February,FALSE,1200,180,720,480,0.4,26-35
321,6/10/2023,CUST321,FEMALE,26,ELECTRONICS,2,25,50,2023,6,2,Saturday,June,TRUE,50,15,30,20,0.4,26-35
322,1/30/2023,CUST322,MALE,51,ELECTRONICS,1,500,500,2023,1,1,Monday,January,FALSE,500,300,300,200,0.4,46-55
323,1/26/2023,CUST323,FEMALE,29,BEAUTY,3,300,900,2023,1,1,Thursday,January,FALSE,900,180,540,360,0.4,26-35
324,10/27/2023,CUST324,FEMALE,52,ELECTRONICS,3,50,150,2023,10,4,Friday,October,FALSE,150,30,90,60,0.4,46-55
325,9/2/2023,CUST325,FEMALE,52,ELECTRONICS,2,25,50,2023,9,3,Saturday,September,TRUE,50,15,30,20,0.4,46-55
326,9/15/2023,CUST326,FEMALE,18,CLOTHING,3,25,75,2023,9,3,Friday,September,FALSE,75,15,45,30,0.4,18-25
327,9/29/2023,CUST327,MALE,57,ELECTRONICS,3,50,150,2023,9,3,Friday,September,FALSE,150,30,90,60,0.4,56+
328,3/22/2023,CUST328,MALE,39,BEAUTY,2,50,100,2023,3,1,Wednesday,March,FALSE,100,30,60,40,0.4,36-45
329,1/30/2023,CUST329,FEMALE,46,ELECTRONICS,4,25,100,2023,1,1,Monday,January,FALSE,100,15,60,40,0.4,46-55
330,9/18/2023,CUST330,FEMALE,25,BEAUTY,4,50,200,2023,9,3,Monday,September,FALSE,200,30,120,80,0.4,26-35
331,2/11/2023,CUST331,MALE,28,ELECTRONICS,3,30,90,2023,2,1,Saturday,February,TRUE,90,18,54,36,0.4,26-35
332,4/6/2023,CUST332,MALE,58,ELECTRONICS,4,300,1200,2023,4,2,Thursday,April,FALSE,1200,180,720,480,0.4,56+
333,2/5/2023,CUST333,FEMALE,54,ELECTRONICS,4,300,1200,2023,2,1,Sunday,February,TRUE,1200,180,720,480,0.4,46-55
334,11/1/2023,CUST334,MALE,31,ELECTRONICS,3,300,900,2023,11,4,Wednesday,November,FALSE,900,180,540,360,0.4,26-35
335,2/4/2023,CUST335,FEMALE,47,BEAUTY,4,30,120,2023,2,1,Saturday,February,TRUE,120,18,72,48,0.4,46-55
336,12/12/2023,CUST336,FEMALE,52,BEAUTY,3,50,150,2023,12,4,Tuesday,December,FALSE,150,30,90,60,0.4,46-55
337,5/1/2023,CUST337,MALE,38,CLOTHING,1,500,500,2023,5,2,Monday,May,FALSE,500,300,300,200,0.4,36-45
338,7/26/2023,CUST338,MALE,54,BEAUTY,2,50,100,2023,7,3,Wednesday,July,FALSE,100,30,60,40,0.4,46-55
339,3/3/2023,CUST339,FEMALE,22,ELECTRONICS,2,25,50,2023,3,1,Friday,March,FALSE,50,15,30,20,0.4,18-25
340,10/19/2023,CUST340,FEMALE,36,CLOTHING,4,300,1200,2023,10,4,Thursday,October,FALSE,1200,180,720,480,0.4,36-45
341,5/7/2023,CUST341,MALE,31,CLOTHING,4,50,200,2023,5,2,Sunday,May,TRUE,200,30,120,80,0.4,26-35
342,10/24/2023,CUST342,FEMALE,43,CLOTHING,4,500,2000,2023,10,4,Tuesday,October,FALSE,2000,300,1200,800,0.4,36-45
343,11/1/2023,CUST343,MALE,21,ELECTRONICS,2,25,50,2023,11,4,Wednesday,November,FALSE,50,15,30,20,0.4,18-25
344,1/21/2023,CUST344,FEMALE,42,BEAUTY,1,30,30,2023,1,1,Saturday,January,TRUE,30,18,18,12,0.4,36-45
345,11/14/2023,CUST345,MALE,62,ELECTRONICS,1,30,30,2023,11,4,Tuesday,November,FALSE,30,18,18,12,0.4,56+
346,2/11/2023,CUST346,MALE,59,CLOTHING,2,500,1000,2023,2,1,Saturday,February,TRUE,1000,300,600,400,0.4,56+
347,8/3/2023,CUST347,MALE,42,ELECTRONICS,1,25,25,2023,8,3,Thursday,August,FALSE,25,15,15,10,0.4,36-45
348,12/3/2023,CUST348,FEMALE,35,ELECTRONICS,2,300,600,2023,12,4,Sunday,December,TRUE,600,180,360,240,0.4,36-45
349,10/26/2023,CUST349,FEMALE,57,BEAUTY,1,50,50,2023,10,4,Thursday,October,FALSE,50,30,30,20,0.4,56+
350,10/17/2023,CUST350,MALE,25,BEAUTY,3,25,75,2023,10,4,Tuesday,October,FALSE,75,15,45,30,0.4,26-35
351,9/25/2023,CUST351,FEMALE,56,CLOTHING,3,30,90,2023,9,3,Monday,September,FALSE,90,18,54,36,0.4,56+
352,6/11/2023,CUST352,MALE,57,ELECTRONICS,2,500,1000,2023,6,2,Sunday,June,TRUE,1000,300,600,400,0.4,56+
353,5/14/2023,CUST353,MALE,31,ELECTRONICS,1,500,500,2023,5,2,Sunday,May,TRUE,500,300,300,200,0.4,26-35
354,4/15/2023,CUST354,FEMALE,49,BEAUTY,4,50,200,2023,4,2,Saturday,April,TRUE,200,30,120,80,0.4,46-55
355,12/9/2023,CUST355,FEMALE,55,ELECTRONICS,1,500,500,2023,12,4,Saturday,December,TRUE,500,300,300,200,0.4,56+
356,6/10/2023,CUST356,MALE,50,ELECTRONICS,3,500,1500,2023,6,2,Saturday,June,TRUE,1500,300,900,600,0.4,46-55
357,5/3/2023,CUST357,FEMALE,40,ELECTRONICS,3,25,75,2023,5,2,Wednesday,May,FALSE,75,15,45,30,0.4,36-45
358,5/16/2023,CUST358,FEMALE,32,BEAUTY,1,300,300,2023,5,2,Tuesday,May,FALSE,300,180,180,120,0.4,26-35
359,7/22/2023,CUST359,MALE,50,CLOTHING,1,50,50,2023,7,3,Saturday,July,TRUE,50,30,30,20,0.4,46-55
360,3/9/2023,CUST360,MALE,42,CLOTHING,4,25,100,2023,3,1,Thursday,March,FALSE,100,15,60,40,0.4,36-45
361,12/10/2023,CUST361,FEMALE,34,ELECTRONICS,4,300,1200,2023,12,4,Sunday,December,TRUE,1200,180,720,480,0.4,26-35
362,11/27/2023,CUST362,MALE,50,CLOTHING,1,25,25,2023,11,4,Monday,November,FALSE,25,15,15,10,0.4,46-55
363,6/3/2023,CUST363,MALE,64,BEAUTY,1,25,25,2023,6,2,Saturday,June,TRUE,25,15,15,10,0.4,56+
364,8/23/2023,CUST364,FEMALE,19,BEAUTY,1,500,500,2023,8,3,Wednesday,August,FALSE,500,300,300,200,0.4,18-25
365,6/11/2023,CUST365,MALE,31,CLOTHING,1,300,300,2023,6,2,Sunday,June,TRUE,300,180,180,120,0.4,26-35
366,2/7/2023,CUST366,MALE,57,CLOTHING,2,50,100,2023,2,1,Tuesday,February,FALSE,100,30,60,40,0.4,56+
367,1/5/2023,CUST367,FEMALE,57,ELECTRONICS,1,50,50,2023,1,1,Thursday,January,FALSE,50,30,30,20,0.4,56+
368,8/23/2023,CUST368,FEMALE,56,CLOTHING,4,300,1200,2023,8,3,Wednesday,August,FALSE,1200,180,720,480,0.4,56+
369,11/15/2023,CUST369,MALE,23,ELECTRONICS,3,500,1500,2023,11,4,Wednesday,November,FALSE,1500,300,900,600,0.4,18-25
370,10/16/2023,CUST370,MALE,23,ELECTRONICS,2,30,60,2023,10,4,Monday,October,FALSE,60,18,36,24,0.4,18-25
371,2/21/2023,CUST371,FEMALE,20,BEAUTY,1,25,25,2023,2,1,Tuesday,February,FALSE,25,15,15,10,0.4,18-25
372,2/7/2023,CUST372,FEMALE,24,BEAUTY,3,500,1500,2023,2,1,Tuesday,February,FALSE,1500,300,900,600,0.4,18-25
373,10/3/2023,CUST373,FEMALE,25,BEAUTY,2,300,600,2023,10,4,Tuesday,October,FALSE,600,180,360,240,0.4,26-35
374,4/20/2023,CUST374,FEMALE,59,BEAUTY,3,25,75,2023,4,2,Thursday,April,FALSE,75,15,45,30,0.4,56+
375,9/17/2023,CUST375,MALE,32,CLOTHING,1,50,50,2023,9,3,Sunday,September,TRUE,50,30,30,20,0.4,26-35
376,5/16/2023,CUST376,FEMALE,64,BEAUTY,1,30,30,2023,5,2,Tuesday,May,FALSE,30,18,18,12,0.4,56+
377,3/9/2023,CUST377,FEMALE,46,CLOTHING,4,50,200,2023,3,1,Thursday,March,FALSE,200,30,120,80,0.4,46-55
378,6/28/2023,CUST378,MALE,50,BEAUTY,1,300,300,2023,6,2,Wednesday,June,FALSE,300,180,180,120,0.4,46-55
379,2/5/2023,CUST379,FEMALE,47,CLOTHING,1,25,25,2023,2,1,Sunday,February,TRUE,25,15,15,10,0.4,46-55
380,5/6/2023,CUST380,MALE,56,ELECTRONICS,2,300,600,2023,5,2,Saturday,May,TRUE,600,180,360,240,0.4,56+
381,7/9/2023,CUST381,FEMALE,44,CLOTHING,4,25,100,2023,7,3,Sunday,July,TRUE,100,15,60,40,0.4,36-45
382,5/26/2023,CUST382,FEMALE,53,CLOTHING,2,500,1000,2023,5,2,Friday,May,FALSE,1000,300,600,400,0.4,46-55
383,3/22/2023,CUST383,FEMALE,46,BEAUTY,3,30,90,2023,3,1,Wednesday,March,FALSE,90,18,54,36,0.4,46-55
384,8/13/2023,CUST384,MALE,55,CLOTHING,1,500,500,2023,8,3,Sunday,August,TRUE,500,300,300,200,0.4,56+
385,10/6/2023,CUST385,MALE,50,ELECTRONICS,3,500,1500,2023,10,4,Friday,October,FALSE,1500,300,900,600,0.4,46-55
386,12/27/2023,CUST386,FEMALE,54,ELECTRONICS,2,300,600,2023,12,4,Wednesday,December,FALSE,600,180,360,240,0.4,46-55
387,6/4/2023,CUST387,MALE,44,BEAUTY,1,30,30,2023,6,2,Sunday,June,TRUE,30,18,18,12,0.4,36-45
388,11/10/2023,CUST388,MALE,50,ELECTRONICS,1,25,25,2023,11,4,Friday,November,FALSE,25,15,15,10,0.4,46-55
389,12/1/2023,CUST389,MALE,21,CLOTHING,2,25,50,2023,12,4,Friday,December,FALSE,50,15,30,20,0.4,18-25
390,9/28/2023,CUST390,MALE,39,ELECTRONICS,2,50,100,2023,9,3,Thursday,September,FALSE,100,30,60,40,0.4,36-45
391,1/5/2023,CUST391,MALE,19,BEAUTY,2,25,50,2023,1,1,Thursday,January,FALSE,50,15,30,20,0.4,18-25
392,12/8/2023,CUST392,MALE,27,CLOTHING,2,300,600,2023,12,4,Friday,December,FALSE,600,180,360,240,0.4,26-35
393,10/11/2023,CUST393,FEMALE,22,BEAUTY,2,500,1000,2023,10,4,Wednesday,October,FALSE,1000,300,600,400,0.4,18-25
394,6/3/2023,CUST394,FEMALE,27,CLOTHING,1,500,500,2023,6,2,Saturday,June,TRUE,500,300,300,200,0.4,26-35
395,12/6/2023,CUST395,MALE,50,ELECTRONICS,2,500,1000,2023,12,4,Wednesday,December,FALSE,1000,300,600,400,0.4,46-55
